pdbcode,title,bin,ReductionHalf,OxidativeHalf
1T0I,NAD(P)H-DEPENDENT FMN REDUCTASE LOT6,0,0,0
1RTT,NAD(P)H-DEPENDENT FMN REDUCTASE PA1204,0,0,0
2FRE,NAD(P)H-FLAVIN OXIDOREDUCTASE ,0,0,0
5LVA,NAD(P)H-FMN OXIDOREDUCTASE ,0,0,0
4B5N,NAD(P)H:FLAVIN OXIDOREDUCTASE SYE4 ,0,0,0
1NOX,NADH DEHYDROGENASE,0,0,0
5GUP,"NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 1, MITOCHONDRIAL ",0,0,0
5XTB,"NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 1, MITOCHONDRIAL PRECURSOR ",0,0,0
5NA1,NADH DEHYDROGENASE-LIKE PROTEIN SAOUHSC_00878 ,0,0,0
2CDU,NADH OXIDASE ,0,0,0
1XHC,NADH OXIDASE /NITRITE REDUCTASE,0,0,0
3F8D,NADH OXIDASE/THIOREDOXIN REDUCTASE PRECURSOR ,0,0,0
1F8W,NADH PEROXIDASE,0,0,0
2NPX,NADH PEROXIDASE ,0,0,0
4LTD,NADH-DEPENDENT FMN REDUCTASE ,0,0,0
4YWN,NADH-FMN OXIDOREDUCTASE ,0,0,0
2FUG,NADH-QUINONE OXIDOREDUCTASE SUBUNIT 1 ,0,0,0
6HL2,NADH-QUINONE OXIDOREDUCTASE SUBUNIT E ,0,0,0
3KLJ,NADH-RUBREDOXIN OXIDOREDUCTASE ,0,0,0
6H1T,NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 2 ,0,0,0
5LC5,NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 3 ,0,0,0
3K87,NADH:FAD OXIDOREDUCTASE ,0,0,0
4A3U,NADH:FLAVIN OXIDOREDUCTASE ,0,0,0
2GOU,NADH:FLAVIN OXIDOREDUCTASE SYE1 ,0,0,0
3KRU,NADH:FLAVIN OXIDOREDUCTASE/NADH OXIDASE ,0,0,0
2GJL,NADH:QUINONE REDUCTASE ,0,0,0
1Z41,NADPH DEHYDROGENASE,0,0,0
3GR7,NADPH DEHYDROGENASE ,0,0,0
1BWK,NADPH DEHYDROGENASE 1,0,0,0
3RND,NADPH DEHYDROGENASE 1 ,0,0,0
5V4P,NADPH DEHYDROGENASE 3 ,0,0,0
1AMO,NADPH--CYTOCHROME P450 REDUCTASE,0,0,0
2BF4,NADPH--CYTOCHROME P450 REDUCTASE ,0,0,0
5GXU,NADPH--CYTOCHROME P450 REDUCTASE 2 ,0,0,0
4H2D,NADPH-DEPENDENT DIFLAVIN OXIDOREDUCTASE 1 ,0,0,0
3U7R,NADPH-DEPENDENT FMN REDUCTASE ,0,0,0
2FZV,NADPH-DEPENDENT FMN REDUCTASE ARSH ,0,0,0
5HEI,NADPH-DEPENDENT OXIDOREDUCTASE ,0,0,0
1BKJ,NADPH-FLAVIN OXIDOREDUCTASE,0,0,0
2BKJ,NADPH-FLAVIN OXIDOREDUCTASE ,0,0,0
1CJC,"NADPH:ADRENODOXIN OXIDOREDUCTASE, MITOCHONDRIAL PRECURSOR ",0,0,0
5HDJ,NFRA1 ,0,0,0
3HRD,NICOTINATE DEHYDROGENASE LARGE MOLYBDOPTERIN SUBUNIT ,0,0,0
2OLN,NIKD PROTEIN ,0,0,0
2IG6,NIMC/NIMA FAMILY PROTEIN ,0,0,0
2BII,NITRATE REDUCTASE [NADPH] ,0,0,0
1YCF,NITRIC OXIDE REDUCTASE,0,0,0
1F20,"NITRIC OXIDE SYNTHASE, BRAIN ",0,0,0
3DQS,"NITRIC OXIDE SYNTHASE, ENDOTHELIAL ",0,0,0
2BHJ,"NITRIC OXIDE SYNTHASE, INDUCIBLE ",0,0,0
3MKH,NITROALKANE OXIDASE ,0,0,0
2GJ3,NITROGEN FIXATION REGULATORY PROTEIN ,0,0,0
4Q4K,NITRONATE MONOOXYGENASE ,0,0,0
3E39,NITROREDUCTASE ,0,0,0
2IFA,NITROREDUCTASE DOMAIN-CONTAINING PROTEIN ,0,0,0
2I7H,NITROREDUCTASE FAMILY ,0,0,0
1YWQ,NITROREDUCTASE FAMILY PROTEIN,0,0,0
2R01,NITROREDUCTASE FAMILY PROTEIN ,0,0,0
2WZV,NITROREDUCTASE NFNB ,0,0,0
4DN2,NITROREDUCTASE-LIKE FAMILY 3 PROTEIN ,0,0,0
1NFP,NON-FLUORESCENT FLAVOPROTEIN,0,0,0
4J2P,NON-FLUORESCENT FLAVOPROTEIN ,0,0,0
2V0U,NPH1-1 ,0,0,0
5DJT,NPH1-2 ,0,0,0
6GCS,NUAM PROTEIN ,0,0,0
5LNI,NUCLEOPROTEIN ,0,0,0
4UIR,OLEATE HYDRATASE ,0,0,0
4YX6,OMEGA-3 POLYUNSATURATED FATTY ACID SYNTHASE SUBUNIT PFAD ,0,0,0
3FBS,OXIDOREDUCTASE ,0,0,0
3OC4,"OXIDOREDUCTASE, PYRIDINE NUCLEOTIDE-DISULFIDE FAMILY ",0,0,0
1DS7,OXYGEN-INSENSITIVE NAD(P)H NITROREDUCTASE,0,0,0
3HZN,OXYGEN-INSENSITIVE NAD(P)H NITROREDUCTASE ,0,0,0
1F5V,OXYGEN-INSENSITIVE NADPH NITROREDUCTASE,0,0,0
3QDL,OXYGEN-INSENSITIVE NADPH NITROREDUCTASE ,0,0,0
3FMW,OXYGENASE ,0,0,0
4LAF,P-BENZOQUINONE REDUCTASE ,0,0,0
2JBS,"P-HYDROXYPHENYLACETATE 3-HYDROXYLASE, OXYGENASE COMPONENT ",0,0,0
5ZC2,"P-HYDROXYPHENYLACETATE 3-HYDROXYLASE, REDUCTASE COMPONENT ",0,0,0
3FWK,PAPS_REDUCT DOMAIN-CONTAINING PROTEIN ,0,0,0
1GVO,PENTAERYTHRITOL TETRANITRATE REDUCTASE,0,0,0
3F03,PENTAERYTHRITOL TETRANITRATE REDUCTASE ,0,0,0
1IS2,PEROXISOMAL ACYL-COENZYME A OXIDASE 1,0,0,0
2DDH,PEROXISOMAL ACYL-COENZYME A OXIDASE 1 ,0,0,0
5LAE,PEROXISOMAL N(1)-ACETYL-SPERMINE/SPERMIDINE OXIDASE ,0,0,0
1T9M,PHENAZINE BIOSYNTHESIS PROTEIN PHZG,0,0,0
4HMS,PHENAZINE BIOSYNTHESIS PROTEIN PHZG ,0,0,0
1RZ0,PHENOL 2-HYDROXYLASE COMPONENT B,0,0,0
1W4X,PHENYLACETONE MONOOXYGENASE,0,0,0
2YLR,PHENYLACETONE MONOOXYGENASE ,0,0,0
5JKI,PHOSPHATIDYLGLYCEROPHOSPHATASE B ,0,0,0
1E20,PHOSPHOPANTOTHENOYLCYSTEINE DECARBOXYLASE,0,0,0
6EOA,PHOSPHOPANTOTHENOYLCYSTEINE DECARBOXYLASE ,0,0,0
1N9L,PHOTOTROPIN,0,0,0
2Z6C,PHOTOTROPIN-1 ,0,0,0
2Z6D,PHOTOTROPIN-2 ,0,0,0
2PIA,PHTHALATE DIOXYGENASE REDUCTASE ,0,0,0
1G28,PHY3,0,0,0
4DGK,PHYTOENE DESATURASE (LYCOPENE-FORMING) ,0,0,0
1VP8,PK_C DOMAIN-CONTAINING PROTEIN,0,0,0
1WAB,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE IB SUBUNIT GAMMA,0,0,0
6AIN,PNPA ,0,0,0
4PVE,POLLEN ALLERGEN PHL P 4.0202 PRECURSOR ,0,0,0
2QA2,POLYKETIDE OXYGENASE CABE ,0,0,0
5U25,POLYMERASE BASIC PROTEIN 2 ,0,0,0
4AT0,POSSIBLE SUCCINATE DEHYDROGENASE ,0,0,0
4R81,PREDICTED NADH DEHYDROGENASE ,0,0,0
5DKK,PREDICTED PROTEIN ,0,0,0
2X3N,PROBABLE FAD-DEPENDENT MONOOXYGENASE ,0,0,0
5EZ7,PROBABLE FAD-DEPENDENT OXIDOREDUCTASE PA4991 ,0,0,0
3RH7,PROBABLE FLAVIN REDUCTASE ,0,0,0
2CFA,PROBABLE FLAVIN-DEPENDENT THYMIDYLATE SYNTHASE ,0,0,0
2BC0,PROBABLE NADH OXIDASE ,0,0,0
4BJY,PROBABLE SALICYLATE MONOOXYGENASE ,0,0,0
3CTY,PROBABLE THIOREDOXIN REDUCTASE ,0,0,0
1SBZ,PROBABLE UBIX-LIKE FLAVIN PRENYLTRANSFERASE,0,0,0
2VFR,PROBABLE XYLITOL OXIDASE ,0,0,0
2EKG,PROLINE DEHYDROGENASE ,0,0,0
3ATY,PROSTAGLANDIN F2A SYNTHASE ,0,0,0
2HNB,PROTEIN MIOC ,0,0,0
1EJE,PROTEIN MTH_152,0,0,0
1RLJ,PROTEIN NRDI,0,0,0
2X2O,PROTEIN NRDI ,0,0,0
3R7G,PROTEIN SPIRE HOMOLOG 1 ,0,0,0
3C4A,PROTODEOXYVIOLACEINATE MONOOXYGENASE ,0,0,0
5MP4,PROTOPLAST SECRETED PROTEIN 2 PRECURSOR ,0,0,0
2IVD,PROTOPORPHYRINOGEN OXIDASE ,0,0,0
3LOV,PROTOPORPHYRINOGEN OXIDASE PRECURSOR ,0,0,0
1SEZ,"PROTOPORPHYRINOGEN OXIDASE, MITOCHONDRIAL ",0,0,0
3BW2,PUTATIVE 2-NITROPROPANE DIOXYGENASE ,0,0,0
2B9W,PUTATIVE AMINOOXIDASE ,0,0,0
4KUK,PUTATIVE BLUE-LIGHT PHOTORECEPTOR ,0,0,0
3DME,PUTATIVE CONSERVED EXPORTED PROTEIN ,0,0,0
3WIS,PUTATIVE DIHYDROMETHANOPTERIN REDUCTASE (AFPA) ,0,0,0
3HOI,PUTATIVE EXPORTED PROTEIN ,0,0,0
3W8W,PUTATIVE FAD-DEPENDENT OXYGENASE ENCM ,0,0,0
2R0C,PUTATIVE FAD-MONOOXYGENASE ,0,0,0
6A37,PUTATIVE FLAVIN-BINDING MONOOXYGENASE ,0,0,0
1YOA,PUTATIVE FLAVOPROTEIN,0,0,0
4Z24,PUTATIVE GMC-TYPE OXIDOREDUCTASE R135 ,0,0,0
2WDW,PUTATIVE HEXOSE OXIDASE ,0,0,0
4KTO,PUTATIVE ISOVALERYL-COA DEHYDROGENASE PROTEIN ,0,0,0
4D7E,PUTATIVE LYSINE-N-OXYGENASE ,0,0,0
4A9W,PUTATIVE MONOOXYGENASE ,0,0,0
1YW1,PUTATIVE MONOOXYGENASE MOXC,0,0,0
6ASL,PUTATIVE MONOOXYGENASE MOXC ,0,0,0
4GI5,PUTATIVE NAD(P)H DEHYDROGENASE (QUINONE) ,0,0,0
3BEM,PUTATIVE NAD(P)H NITROREDUCTASE MHQN ,0,0,0
3BM1,PUTATIVE NAD(P)H NITROREDUCTASE YDJA ,0,0,0
2HAY,PUTATIVE NAD(P)H-FLAVIN OXIDOREDUCTASE ,0,0,0
3GAG,PUTATIVE NADH DEHYDROGENASE NAD(P)H NITROREDUCTASE ,0,0,0
3KWK,PUTATIVE NADH DEHYDROGENASE/NAD(P)H NITROREDUCTASE ,0,0,0
5OCS,PUTATIVE NADH-DEPENTDENT FLAVIN OXIDOREDUCTASE ,0,0,0
3EO8,PUTATIVE NITROREDUCTASE ,0,0,0
3EOF,PUTATIVE OXIDASE ,0,0,0
3AXB,PUTATIVE OXIDOREDUCTASE ,0,0,0
4ZOH,PUTATIVE OXIDOREDUCTASE MOLYBDOPTERIN-BINDING SUBUNIT ,0,0,0
4X4J,PUTATIVE OXYGENASE ,0,0,0
3CNE,PUTATIVE PROTEASE I ,0,0,0
5J62,PUTATIVE REDUCTASE ,0,0,0
3FG2,PUTATIVE RUBREDOXIN REDUCTASE ,0,0,0
4FK1,PUTATIVE THIOREDOXIN REDUCTASE ,0,0,0
6CJQ,"PUTATIVE TRANSCRIPTIONAL REGULATOR, CRP/FNR FAMILY ",0,0,0
2MWM,PUTATIVE TRP REPRESSOR BINDING PROTEIN ,0,0,0
2IAB,PUTATIVE_PNPOX DOMAIN-CONTAINING PROTEIN ,0,0,0
1Q1R,PUTIDAREDOXIN REDUCTASE CAMA,0,0,0
3LB8,PUTIDAREDOXIN REDUCTASE CAMA ,0,0,0
2YG3,PUTRESCINE OXIDASE ,0,0,0
1TT0,PYRANOSE 2-OXIDASE,0,0,0
2IGK,PYRANOSE 2-OXIDASE ,0,0,0
1TZL,PYRANOSE 2-OXIDASE PRECURSOR,0,0,0
2F5V,PYRANOSE 2-OXIDASE PRECURSOR ,0,0,0
5XGV,PYRE3 ,0,0,0
4USQ,PYRIDINE NUCLEOTIDE-DISULFIDE OXIDOREDUCTASE ,0,0,0
3CGB,"PYRIDINE NUCLEOTIDE-DISULFIDE OXIDOREDUCTASE, CLASS I ",0,0,0
5MQ6,PYRIDINE NUCLEOTIDE-DISULFIDE OXIDOREDUCTASE-LIKE PROTEIN ,0,0,0
1CI0,PYRIDOXAMINE 5'-PHOSPHATE OXIDASE,0,0,0
4HMW,PYRIDOXAMINE 5'-PHOSPHATE OXIDASE ,0,0,0
5BNC,PYRIDOXAMINE 5'-PHOSPHATE OXIDASE FAMILY PROTEIN ,0,0,0
2OU5,PYRIDOXAMINE 5'-PHOSPHATE OXIDASE-RELATED FMN-BINDING PROTEIN ,0,0,0
2I02,"PYRIDOXAMINE 5'-PHOSPHATE OXIDASE-RELATED, FMN-BINDING ",0,0,0
6ECI,"PYRIDOXAMINE 5'-PHOSPHATE OXIDASE-RELATED, FMN-BINDING PROTEIN ",0,0,0
3T37,PYRIDOXINE 4-OXIDASE ,0,0,0
1DNL,PYRIDOXINE/PYRIDOXAMINE 5'-PHOSPHATE OXIDASE,0,0,0
5WAN,PYRIMIDINE MONOOXYGENASE RUTA ,0,0,0
3EY9,PYRUVATE DEHYDROGENASE [UBIQUINONE] ,0,0,0
1T3Q,QUINOLINE 2-OXIDOREDUCTASE SMALL SUBUNIT,0,0,0
3SVL,QUINONE REDUCTASE ,0,0,0
1F0X,QUINONE-DEPENDENT D-LACTATE DEHYDROGENASE,0,0,0
2WB2,RE11660P ,0,0,0
3KKJ,RENALASE ,0,0,0
3QJ4,RENALASE PRECURSOR ,0,0,0
3D2D,RETICULINE OXIDASE PRECURSOR ,0,0,0
1MRZ,RIBOFLAVIN BIOSYNTHESIS PROTEIN,0,0,0
2I1L,RIBOFLAVIN BIOSYNTHESIS PROTEIN ,0,0,0
3MIO,RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBBA ,0,0,0
1N07,RIBOFLAVIN KINASE,0,0,0
2VBS,RIBOFLAVIN KINASE ,0,0,0
1HZE,RIBOFLAVIN SYNTHASE,0,0,0
3P5N,RIBOFLAVIN TRANSPORTER RIBU ,0,0,0
3N39,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE 2 SUBUNIT BETA ,0,0,0
4BMO,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA ,0,0,0
4N82,"RIBONUCLEOTIDE REDUCTASE (NRDI FAMILY PROTEIN), PUTATIVE ",0,0,0
1QR2,RIBOSYLDIHYDRONICOTINAMIDE DEHYDROGENASE [QUINONE],0,0,0
2BZS,RIBOSYLDIHYDRONICOTINAMIDE DEHYDROGENASE [QUINONE] ,0,0,0
5KOW,RIFAMPICIN MONOOXYGENASE ,0,0,0
4G6G,"ROTENONE-INSENSITIVE NADH-UBIQUINONE OXIDOREDUCTASE, MITOCHONDRIAL PRECURSOR ",0,0,0
2V3A,RUBREDOXIN-NAD(+) REDUCTASE ,0,0,0
1E5D,RUBREDOXIN-OXYGEN OXIDOREDUCTASE,0,0,0
5EVY,SALICYLATE HYDROXYLASE ,0,0,0
1VRQ,SARCOSINE OXIDASE SUBUNIT ALPHA,0,0,0
3AD7,SARCOSINE OXIDASE SUBUNIT ALPHA ,0,0,0
3EWK,SENSORY BOX HISTIDINE KINASE/RESPONSE REGULATOR ,0,0,0
3SW1,SENSORY BOX PROTEIN ,0,0,0
5EPD,SHORT-CHAIN ALCOHOL DEHYDROGENASE ,0,0,0
2GPJ,SIDEROPHORE-INTERACTING PROTEIN ,0,0,0
5JRI,SLR0600 PROTEIN ,0,0,0
5V56,SMOOTHENED HOMOLOG PRECURSOR ,0,0,0
6C6N,SQUALENE MONOOXYGENASE ,0,0,0
4F07,STYRENE MONOOXYGENASE COMPONENT 2 ,0,0,0
1NEK,SUCCINATE DEHYDROGENASE FLAVOPROTEIN SUBUNIT,0,0,0
2WDQ,SUCCINATE DEHYDROGENASE FLAVOPROTEIN SUBUNIT ,0,0,0
1YQ3,"SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL PRECURSOR ",0,0,0
5JCA,SULFIDE DEHYDROGENASE SUBUNIT ALPHA PRECURSOR ,0,0,0
1FCD,SULFIDE DEHYDROGENASE [FLAVOCYTOCHROME C] FLAVOPROTEIN CHAIN PRECURSOR,0,0,0
3H8I,SULFIDE-QUINONE REDUCTASE ,0,0,0
6MO6,"SULFIDE:QUINONE OXIDOREDUCTASE, MITOCHONDRIAL PRECURSOR ",0,0,0
1DDG,SULFITE REDUCTASE [NADPH] FLAVOPROTEIN ALPHA-COMPONENT,0,0,0
6EFV,SULFITE REDUCTASE [NADPH] FLAVOPROTEIN ALPHA-COMPONENT ,0,0,0
5TUK,TETRACYCLINE DESTRUCTASE TET(51) ,0,0,0
5TUL,TETRACYCLINE DESTRUCTASE TET(55) ,0,0,0
2XDO,TETX2 PROTEIN ,0,0,0
5XB8,THERMOPHILIC DIBENZOTHIOPHENE DESULFURIZATION ENZYME C ,0,0,0
3FPZ,THIAMINE THIAZOLE SYNTHASE ,0,0,0
1VQW,THIOL-SPECIFIC MONOOXYGENASE,0,0,0
2GV8,THIOL-SPECIFIC MONOOXYGENASE ,0,0,0
1CL0,THIOREDOXIN REDUCTASE,0,0,0
2Q0K,THIOREDOXIN REDUCTASE ,0,0,0
3D8X,THIOREDOXIN REDUCTASE 1 ,0,0,0
1H6V,"THIOREDOXIN REDUCTASE 1, CYTOPLASMIC ",0,0,0
1VDC,"THIOREDOXIN REDUCTASE 1, MITOCHONDRIAL PRECURSOR ",0,0,0
4J56,THIOREDOXIN REDUCTASE 2 ,0,0,0
1ZDL,"THIOREDOXIN REDUCTASE 2, MITOCHONDRIAL PRECURSOR ",0,0,0
3H8Q,THIOREDOXIN REDUCTASE 3 ,0,0,0
4NTC,THIOREDOXIN REDUCTASE GLIT ,0,0,0
2CVJ,THIOREDOXIN REDUCTASE RELATED PROTEIN ,0,0,0
5NII,"THIOREDOXIN REDUCTASE, PUTATIVE ",0,0,0
5H29,THIOREDOXIN REDUCTASE/GLUTATHIONE-RELATED PROTEIN ,0,0,0
1X0P,TLL0078 PROTEIN,0,0,0
3EF6,"TOLUENE 1,2-DIOXYGENASE SYSTEM FERREDOXIN--NAD(+) REDUCTASE COMPONENT ",0,0,0
2BF2,"TOLUENE-4-MONOOXYGENASE SYSTEM, EFFECTOR COMPONENT ",0,0,0
4WQM,"TOLUENE-4-MONOOXYGENASE SYSTEM, FERREDOXIN--NAD(+) REDUCTASE COMPONENT ",0,0,0
3DHG,"TOLUENE-4-MONOOXYGENASE SYSTEM, HYDROXYLASE COMPONENT SUBUNIT ALPHA ",0,0,0
3B02,TRANSCRIPTIONAL REGULATOR LDRP ,0,0,0
2ZCW,TRANSCRIPTIONAL REGULATOR SDRP ,0,0,0
2GAU,"TRANSCRIPTIONAL REGULATOR, CRP/FNR FAMILY ",0,0,0
4ZZD,"TRANSCRIPTIONAL REGULATOR, PADR-LIKE FAMILY ",0,0,0
3AWI,TRNA 5-METHYLAMINOMETHYL-2-THIOURIDINE BIOSYNTHESIS BIFUNCTIONAL PROTEIN MNMC ,0,0,0
2ZXH,TRNA URIDINE 5-CARBOXYMETHYLAMINOMETHYL MODIFICATION ENZYME MNMG ,0,0,0
1VHN,TRNA-DIHYDROURIDINE SYNTHASE,0,0,0
6EI9,TRNA-DIHYDROURIDINE SYNTHASE B ,0,0,0
3W9Z,TRNA-DIHYDROURIDINE(16) SYNTHASE ,0,0,0
4WFS,TRNA-DIHYDROURIDINE(20) SYNTHASE [NAD(P)+]-LIKE ,0,0,0
3B0P,TRNA-DIHYDROURIDINE(20/20A) SYNTHASE ,0,0,0
1AOG,TRYPANOTHIONE REDUCTASE,0,0,0
2JK6,TRYPANOTHIONE REDUCTASE ,0,0,0
4IV9,TRYPTOPHAN 2-MONOOXYGENASE ,0,0,0
2WES,TRYPTOPHAN 5-HALOGENASE ,0,0,0
5HY5,TRYPTOPHAN 6-HALOGENASE ,0,0,0
5UAO,TRYPTOPHANE-5-HALOGENASE ,0,0,0
5JWA,TYPE II NADH:UBIQUINONE OXIDOREDUCTASE ,0,0,0
6DA6,UBID-LIKE DECARBOXYLASE ,0,0,0
1I8T,UDP-GALACTOPYRANOSE MUTASE,0,0,0
3HDQ,UDP-GALACTOPYRANOSE MUTASE ,0,0,0
1WAM,UDP-GALACTOPYRANOSE MUTASE PRECURSOR,0,0,0
2BI7,UDP-GALACTOPYRANOSE MUTASE PRECURSOR ,0,0,0
1HSK,UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE,0,0,0
2GQT,UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE ,0,0,0
5ER0,UNCHARACTERIZED NAD(FAD)-DEPENDENT DEHYDROGENASE ,0,0,0
1MOG,UNCHARACTERIZED PROTEIN,0,0,0
2CIE,UNCHARACTERIZED PROTEIN ,0,0,0
2GQF,UNCHARACTERIZED PROTEIN HI_0933 ,0,0,0
4X9M,UNCHARACTERIZED PROTEIN MG039 HOMOLOG ,0,0,0
2PTF,UNCHARACTERIZED PROTEIN MTH_863 ,0,0,0
2R6V,UNCHARACTERIZED PROTEIN PH0856 ,0,0,0
6F72,VAO-TYPE FLAVOPROTEIN OXIDASE VAO615 PRECURSOR ,0,0,0
2PD7,VIVID PAS PROTEIN VVD ,0,0,0
6JP8,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA-1 SUBUNIT ,0,0,0
6JP5,VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1S ,0,0,0
1AL7,X,0,0,0
2H8X,XENA ,0,0,0
3L5L,XENOBIOTIC REDUCTASE ,0,0,0
4AB4,XENOBIOTIC REDUCTASE B ,0,0,0
5LVW,XIAF PROTEIN ,0,0,0
5K8E,XYLOOLIGOSACCHARIDE OXIDASE PRECURSOR ,0,0,0
2BRA,[F-ACTIN]-MONOOXYGENASE MICAL1 ,0,0,0
